192.168.1.1,4C:09:D4:5C:CC:52,Livebox,T-Home Speedport W 723V WAP,Unknown,Unknown,Unknown
192.168.1.109,Unknown,Unknown,Linux 3.8 - 4.14,Unknown,Unknown,Unknown
