192.168.1.1,4C:09:D4:5C:CC:52,Livebox,T-Home Speedport W 504V WAP,Unknown,Unknown,Unknown
192.168.1.102,78:4B:87:8B:2B:17,Unknown,Unknown,Unknown,Unknown,Unknown
192.168.1.104,38:CA:DA:78:E9:1B,Unknown,Unknown,Unknown,Unknown,Unknown
192.168.1.109,Unknown,Unknown,Linux 3.8 - 4.14,Unknown,Unknown,Unknown
192.168.1.113,DC:85:DE:F7:A3:07,Unknown,FreeBSD 6.2-RELEASE,Unknown,Unknown,Unknown
